pair,type,enrichment_ratio_r1_d2,enrichment_ratio_r1_d5,enrichment_ratio_r1_d10,enrichment_ratio_r2_d2,enrichment_ratio_r2_d5,enrichment_ratio_r2_d10,enrichment_fraction_r1_d2,enrichment_fraction_r1_d5,enrichment_fraction_r1_d10,enrichment_fraction_r2_d2,enrichment_fraction_r2_d5,enrichment_fraction_r2_d10,bound_r1_d2,bound_r1_d5,bound_r1_d10,bound_r2_d2,bound_r2_d5,bound_r2_d10,unbound_r1_d2,unbound_r1_d5,unbound_r1_d10,unbound_r2_d2,unbound_r2_d5,unbound_r2_d10,norm_bound_r1_d2,norm_bound_r1_d5,norm_bound_r1_d10,norm_bound_r2_d2,norm_bound_r2_d5,norm_bound_r2_d10,norm_unbound_r1_d2,norm_unbound_r1_d5,norm_unbound_r1_d10,norm_unbound_r2_d2,norm_unbound_r2_d5,norm_unbound_r2_d10,avg_enrichment_d2,avg_enrichment_d5,avg_enrichment_d10,domain1,domain2,d1_Gene,d1_Pathway,d1_Description,d2_Gene,d2_Pathway,d2_Description,d1_avg_d2,d1_sd_d2,d1_avg_d5,d1_sd_d5,d1_avg_d10,d1_sd_d10,d1_description,d2_avg_d2,d2_sd_d2,d2_avg_d5,d2_sd_d5,d2_avg_d10,d2_sd_d10,d2_description,composition,character,control,hit_gene,ctrl_character,order,hit_score_d2,hit_score_d5,hit_score_d10
DMD_control_tiles;ENSG00000198947;;251; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,0.5813203571428327,2.1868869416463492,0.745256902804597,0.15891766671973276,3.5951549446808326,2.299143940932166,0.5993939573512875,0.8199242729683663,0.626346005249966,0.5275105216161674,0.9235770731907936,0.8311283308962392,1277,469,256,316,424,270,501,28,317,5,42,53,2.5447838616622812e-5,2.2033498340276235e-5,1.5249814902393145e-5,1.0501273993957182e-5,4.2456981514891134e-5,1.9252410366125227e-5,1.700810926959948e-5,4.839103272685544e-6,9.09745445762641e-6,9.405957357151724e-6,3.5131738162820886e-6,3.9117745743214285e-6,0.3701190119312827,2.891020943163591,1.5222004218683811,DMD_control_tiles;ENSG00000198947;;251;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD,Dystrophin,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-0.9151563794344381,1.8045772052738573,0.6843711871945083,2.019850518637156,0.29129084873771066,1.0585850540393396,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;251;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- DMD_control_tiles;ENSG00000198947;;251;,1 control Pair,-1.3147857655971245,2.481594198795232,0.2570380605390921,-1.2954579805096118,2.282215633020725,1.0888540366740405,0.28672570058053637,0.8481430073530752,0.5444238522556167,0.2894733852529355,0.8294750388213756,0.6802097959416766,1812,2671,958,1107,1219,1572,2646,130,1664,48,300,714,3.610922754371224e-5,1.2548288713620003e-4,5.706766670504934e-5,3.678769085857785e-5,1.22063821855312e-4,1.1209181146499576e-4,8.982725973524994e-5,2.2467265194611453e-5,4.775446125391277e-5,9.029719062865656e-5,2.5094098687729203e-5,5.269824615217925e-5,-1.305121873053368,2.3819049159079784,0.6729460486065663,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD_control_tiles;ENSG00000198947;;251;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,DMD,Dystrophin,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-0.9151563794344381,1.8045772052738573,0.6843711871945083,2.019850518637156,0.29129084873771066,1.0585850540393396,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;251;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- DMD_control_tiles;ENSG00000198947;;255;,1 control Pair,-2.322302959950049,1.8141515265931027,1.501765672169544,-0.4988226444207692,-0.24310356447264955,1.5691586310890278,0.1666305813671182,0.7785909671983022,0.7390322341747019,0.4144115906076511,0.45797276045132546,0.747940428810373,1277,4062,2584,1322,547,946,3749,314,1894,33,775,308,2.5447838616622812e-5,1.9083170630746708e-4,1.5392781917103078e-4,4.393254500003606e-5,5.4773511529824174e-5,6.745474150501654e-5,1.272722587858851e-4,5.426708670083073e-5,5.435513798973004e-5,6.207931855720138e-5,6.48264216099671e-5,2.2732576771528302e-5,-1.410562802185409,0.7855239810602266,1.535462151629286,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD_control_tiles;ENSG00000198947;;255;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,DMD,Dystrophin,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-0.8724481765272949,1.7833766460024334,0.21691549812720454,1.851741460099468,0.7430361743220529,1.1800400260923025,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;255;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
DMD_control_tiles;ENSG00000198947;;255; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,0.2958410053662725,1.1707858870202532,0.19164811425555783,-1.3681950632574325,2.2192344577089056,0.5137741285033983,0.5510864489101805,0.6924347897592312,0.533161336561188,0.27921464799491125,0.8232110715328005,0.588101135756726,985,646,263,307,494,334,471,78,478,14,127,226,1.962891232370671e-5,3.0348912426052127e-5,1.5666802028630455e-5,1.0202187076407767e-5,4.946638884046278e-5,2.381594467513269e-5,1.5989659612737235e-5,1.3480359116766872e-5,1.37179281726985e-5,2.633668060002483e-5,1.0623168444472027e-5,1.6680397241446093e-5,-0.53617702894558,1.6950101723645794,0.3527111213794781,DMD_control_tiles;ENSG00000198947;;255;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD,Dystrophin,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-0.8724481765272949,1.7833766460024334,0.21691549812720454,1.851741460099468,0.7430361743220529,1.1800400260923025,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;255;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- DMD_control_tiles;ENSG00000198947;;259;,1 control Pair,-0.9215013827295064,1.3568511643438703,1.2858695372513842,-0.28512574996720974,-0.3642357392518756,0.5543201221133947,0.3455323048902181,0.7192001510593256,0.709157723191361,0.45075166852512855,0.43721589362321767,0.5948918196219183,4131,4598,2515,2137,721,1558,4593,488,2141,46,1111,1025,8.232186478094661e-5,2.160128472677828e-4,1.4981751749812013e-4,7.101652697812182e-5,7.219689545338799e-5,1.1109353833490038e-4,1.559246424656096e-4,8.433865703823376e-5,6.144369083210771e-5,8.653480768579587e-5,9.29318121402238e-5,7.565224412602763e-5,-0.6033135663483582,0.49630771254599737,0.9200948296823894,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD_control_tiles;ENSG00000198947;;259;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,DMD,Dystrophin,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-0.7350694648386754,1.6730542782175972,-0.17515025624857342,1.8897090253838298,0.5311832241506199,1.085538831660686,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;259;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
DMD_control_tiles;ENSG00000198947;;259; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,0.18295896864846312,0.9220781588364966,1.4677177260411132,0.7316538651076296,1.259551912896394,2.4938705037847906,0.5316619506130588,0.6545580980945062,0.7344549988179142,0.6241366794288163,0.705380952410454,0.8492357294497755,907,474,525,470,258,344,469,68,394,5,129,59,1.807454160162638e-5,2.2268397043264254e-5,3.127403446779844e-5,1.5618983472024923e-5,2.583467271424979e-5,2.4528996910915102e-5,1.5921762968946416e-5,1.1752107947950604e-5,1.130724623440002e-5,9.405957357151724e-6,1.0790462435723556e-5,4.354616978961591e-6,0.4573064168780464,1.0908150358664452,1.980794114912952,DMD_control_tiles;ENSG00000198947;;259;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD,Dystrophin,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-0.7350694648386754,1.6730542782175972,-0.17515025624857342,1.8897090253838298,0.5311832241506199,1.085538831660686,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;259;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- DMD_control_tiles;ENSG00000198947;;297;,1 control Pair,-1.8773198450786368,2.211424946466753,0.3739247218124251,-1.8290610893668493,1.7356632225970403,0.8542190062070629,0.21395321269726691,0.8224218934402,0.5644359034276866,0.21963262517993087,0.7690704814359184,0.6438467223768367,3314,8672,3719,1880,4415,3763,7147,509,5957,118,1587,2011,6.60408278586437e-5,4.074083104624211e-4,2.215393032109379e-4,6.247593388809969e-5,4.4209333346284047e-4,2.6832155632492305e-4,2.42628656586482e-4,8.796798449274791e-5,1.709575274576673e-4,2.2198059362878072e-4,1.327477820580875e-4,1.4842601262189423e-4,-1.8531904672227428,1.9735440845318968,0.614071864009744,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD_control_tiles;ENSG00000198947;;297;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,DMD,Dystrophin,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.1831573047758703,0.9185321342027783,0.8061162278645105,1.5733258119372076,0.20553806537429525,0.710506250278314,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;297;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
DMD_control_tiles;ENSG00000198947;;297; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-1.5287825056321358,1.93444807977766,0.47866869354462854,-0.5349838358770643,1.3020087121392887,0.3591958663497626,0.2573722778648406,0.792630877655265,0.5821943258957495,0.4083422824745074,0.7114596296061704,0.5619243455922808,2707,5512,2741,2266,2000,2285,4585,392,4083,58,971,1721,5.39446351880955e-5,2.5895233017399276e-4,1.632802447166391e-4,7.530343946299675e-5,2.0026878073061856e-4,1.6293243587628205e-4,1.5565305589044633e-4,6.77474458175976e-5,1.1717636135800833e-4,1.0910910534296e-4,8.122123275261685e-5,1.270219630642864e-4,-1.0318831707546,1.6182283959584742,0.4189322799471955,DMD_control_tiles;ENSG00000198947;;297;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD,Dystrophin,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.1831573047758703,0.9185321342027783,0.8061162278645105,1.5733258119372076,0.20553806537429525,0.710506250278314,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;297;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- DMD_control_tiles;ENSG00000198947;;357;,1 control Pair,-2.030366138668516,-0.4800912088397164,0.22497731791853895,-2.206263626121513,-0.7576044734867188,-0.1273324665857631,0.19665354208033103,0.41756585185219114,0.5389067856398324,0.17810119019875514,0.37165312461333105,0.4779492774127502,3636,4204,5513,1656,2048,4507,8719,1594,9791,135,4145,4756,7.245758904466762e-5,1.9750282947232685e-4,3.284071467066148e-4,5.503199282909207e-5,2.050752314681534e-4,3.213726426671348e-4,2.9599541860606356e-4,2.754832363093127e-4,2.809879387842908e-4,2.5396084864309657e-4,3.467167968687918e-4,3.510264127447682e-4,-2.118314882395014,-0.6188478411632176,0.04882242566638793,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD_control_tiles;ENSG00000198947;;357;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,DMD,Dystrophin,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.2941287105750032,1.4626915884174774,0.005629607067988982,1.8135244458670914,-0.02710776026362247,0.7634265868057779,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;357;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-0.6604472236006416,1.6371731666523204,-0.39539342483600065,-1.018065327901998,1.6004955459982553,0.21575851808125895,0.3875109090107753,0.7567239955754279,0.43190921140843536,0.33055651345212295,0.7520133150941493,0.5373185726765961,4280,5607,1853,2320,2062,2100,3971,490,5059,83,814,1747,8.529111141671545e-5,2.6341540553076e-4,1.1038244927396288e-4,7.709796096829323e-5,2.0647711293326777e-4,1.497409695143073e-4,1.3480878624666572e-4,8.468430727199701e-5,1.4518618959347636e-4,1.5613889212871864e-4,6.80886544393719e-5,1.289409468177271e-4,-0.8392562757513198,1.6188343563252878,-0.08981745337737083,DMD_control_tiles;ENSG00000198947;;357;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,DMD,Dystrophin,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.2941287105750032,1.4626915884174774,0.005629607067988982,1.8135244458670914,-0.02710776026362247,0.7634265868057779,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;357;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;124;,1 control Pair,-1.2095158360417604,1.2857564997375397,-0.0629667521675627,-1.6743561358480012,1.8154937072493065,0.2519543521349985,0.3018776667551179,0.7091415626632924,0.4890904250709245,0.2385627777060025,0.7787513022789091,0.543549730850788,6660,11310,5621,3086,6201,4711,9041,1261,12188,174,2109,3822,1.327193462699357e-4,5.313408661589002e-4,3.3484066236856195e-4,1.0255358083972108e-4,6.209333546552828e-4,3.359189082770961e-4,3.06926778256385e-4,2.1793247238773104e-4,3.497784698093082e-4,3.2732731602888007e-4,1.7641151377473629e-4,2.8209061175578305e-4,-1.4419359859448808,1.5506251034934229,0.0944937999837179,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;124;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.2258163849474977,1.5702283036841749,0.3435698141829356,1.8671623702147129,0.08361478349272544,0.7344925142335654,Control,A-C,Activator,Random_control;;;124;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;124; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-0.8600233680918719,1.834951869377911,0.4270596738552767,-1.012403020636785,1.757610524375654,0.6136212562271124,0.35523124237690806,0.7810664062905975,0.573468113742504,0.33142560773291996,0.7717612093379708,0.6047579285806562,3682,5919,3067,2273,3189,2656,3923,451,4735,81,1129,1677,7.33742692140996e-5,2.7807308459721757e-4,1.8269993088140536e-4,7.553606262109074e-5,3.193285708749713e-4,1.8938667382380965e-4,1.3317926679568614e-4,7.794412771361357e-5,1.3588784497432508e-4,1.5237650918585797e-4,9.443745806148756e-5,1.2377445209692522e-4,-0.9362131943643284,1.7962811968767824,0.5203404650411946,Random_control;;;124;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.2258163849474977,1.5702283036841749,0.3435698141829356,1.8671623702147129,0.08361478349272544,0.7344925142335654,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;124;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;205;,1 control Pair,-0.8328541528590555,0.18077985601680893,0.20330700070299143,-1.9237756760768352,0.3312818278821371,-0.03932129616939804,0.35955628577496096,0.5312858354435218,0.5351722309659153,0.2085876684208476,0.5571558411032399,0.4931865603864222,8206,7514,5940,3536,3876,4720,8580,1802,10709,237,3688,4686,1.6352777109475864e-4,3.5300577085039576e-4,3.538433614070909e-4,1.1750792671719177e-4,3.881208970559388e-4,3.3656065528930027e-4,2.9127660186260184e-4,3.1143086062069105e-4,3.0733324853855277e-4,4.458423787289918e-4,3.084901198678177e-4,3.458599180239663e-4,-1.3783149144679454,0.256030841949473,0.0819928522667967,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;205;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.3734530995244667,1.2911184190425231,-0.16366421890372546,1.738419130885381,-0.04995386482655279,0.6804343181616458,Control,A-C,Activator,Random_control;;;205;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;205; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-0.35696009791888483,0.8985431954971178,0.13814907243411856,-0.4221310979034189,1.1290866265464237,0.04284724301452805,0.43845717750905866,0.6508602511354172,0.5239211340189026,0.4273677130437466,0.6862452005745799,0.5074243157080782,9629,7475,4752,4774,4670,3764,7239,1090,8963,113,2556,3530,1.918850728578395e-4,3.511735609670892e-4,2.830746891256727e-4,1.5864899382009995e-4,4.6762760300599434e-4,2.683928615485013e-4,2.4575190220085954e-4,1.883793774009729e-4,2.5722550253534865e-4,0.00021257463627162901,2.138017208194528e-4,2.605389480632952e-4,-0.38954559791115184,1.013814911021771,0.0904981577243233,Random_control;;;205;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.3734530995244667,1.2911184190425231,-0.16366421890372546,1.738419130885381,-0.04995386482655279,0.6804343181616458,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;205;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;21;,1 control Pair,-0.7710252492083962,-0.16396334472521534,0.718157730600763,-0.6733910778609133,-0.06132362221525913,0.4129938934103072,0.3694833282317341,0.47161786069544226,0.6219395989332288,0.3853836010530037,0.4893750257456114,0.5710816336129866,11090,6810,6441,7099,3565,6702,11109,2074,8127,200,4453,4863,2.2099963215219028e-4,3.1993203346968263e-4,3.8368772572778994e-4,2.3591311418703177e-4,3.569791016523276e-4,4.778876084213751e-4,3.77131907936089e-4,3.5843929241249347e-4,2.3323347753037804e-4,3.76238294286069e-4,3.724800715215272e-4,3.589237689608511e-4,-0.7222081635346548,-0.11264348347023724,0.5655758120055352,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;21;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.1282238431064355,1.4410448701167542,-0.1580536242660163,1.6959808009365938,0.3795897062437013,0.7496552136902149,Control,A-C,Activator,Random_control;;;21;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;21; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,NA,2.693687419609158,-2.17906482384627,NA,NA,NA,NA,0.8661248990090933,0.18087764813941973,NA,NA,NA,NA,119,5,NA,NA,NA,NA,5,47,NA,NA,NA,NA,5.590589131114865e-6,2.978479473123661e-7,NA,NA,NA,NA,8.641255844081327e-7,1.3488339416670072e-6,NA,NA,NA,NA,NA,NA,Random_control;;;21;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.1282238431064355,1.4410448701167542,-0.1580536242660163,1.6959808009365938,0.3795897062437013,0.7496552136902149,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;21;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;257; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-0.2499522407973206,1.022136148786131,0.14508705893710305,-0.3055638423007539,0.8740462832737192,0.00574391103623737,0.4567945973687215,0.6700675937773629,0.5251205033450932,0.4472468805078514,0.6469918873637153,0.5009953426202453,11727,9466,5346,6046,4812,4346,8186,1267,10035,132,3143,4182,2.3369365971584628e-4,4.4471022449691863e-4,3.184590252663818e-4,2.009199448337504e-4,4.8184668643786827e-4,3.098925016710379e-4,2.77900963035811e-4,2.1896942308902083e-4,2.879903958431578e-4,2.4831727422880553e-4,2.629025072517763e-4,3.0866115603419273e-4,-0.27775804154903727,0.9480912160299252,0.0754154849866702,Random_control;;;257;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.1911654880169593,1.0011647047565508,-0.02554605352615294,1.647135339616673,-0.018038893562249327,0.5859941529839255,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;257;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;257;,1 control Pair,-1.1893502900139423,-0.4848882285423788,-0.3140953486004901,-1.9081174751898604,-0.42866150291143906,0.5139273292637689,0.304831562952319,0.41675740896236474,0.445785400185093,0.2103850085134572,0.42626032554640614,0.5881268589529686,5377,3525,3562,1825,1896,3667,7198,1341,9192,121,3055,2481,1.0715194067469136e-4,1.656035856065538e-4,2.121868776653296e-4,6.064818050307549e-5,1.898548041326264e-4,2.614762548614119e-4,2.443600210031478e-4,2.317584817382612e-4,2.6379748067666234e-4,2.2762416804307175e-4,2.555415716367091e-4,1.8311533431870688e-4,-1.5487338826019013,-0.45677486572690895,0.09991599033163942,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;257;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.1911654880169593,1.0011647047565508,-0.02554605352615294,1.647135339616673,-0.018038893562249327,0.5859941529839255,Control,A-C,Activator,Random_control;;;257;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;297;,1 control Pair,-1.7799983923808853,1.7654584070921018,0.06651512543731986,-1.442511242372501,1.7069043510763775,0.5174969940987053,0.22551687752265467,0.7727179797837004,0.5115241516283037,0.2689664703542651,0.7655111852869584,0.5887260874755598,5086,12557,5889,3624,6155,6435,10253,1004,11673,174,2257,4343,1.0135294221154552e-4,5.899246026841123e-4,3.5080531234450474e-4,1.2043233213323048e-4,6.163271726984786e-4,4.588491137259846e-4,3.4807214439361967e-4,1.7351641734915306e-4,3.3499869363997817e-4,3.2732731602888007e-4,1.8879126912734937e-4,3.205440938920371e-4,-1.6112548173766932,1.7361813790842398,0.2920060597680126,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;297;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.221769194177444,1.622341343013299,0.3595511180855213,1.8486682559997636,0.051833018131400545,0.763791497079229,Control,A-C,Activator,Random_control;;;297;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
Random_control;;;297; --- Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,1 control Pair,-0.5283422142686897,1.772501802785987,-0.17290030296698544,0.03051635007705037,2.24521699682402,0.693326834751666,0.40945497968924566,0.7735742580747307,0.4700744701890848,0.5052878833466413,0.8258168708910523,0.617884243321439,2145,2765,1003,1272,1402,1498,1816,220,2347,22,354,895,4.274519485720903e-5,1.2989898275237482e-4,5.974829823086063e-5,4.2270951013650425e-5,1.403884152921636e-4,1.0681522492020589e-4,6.165015256206118e-5,3.802152571395784e-5,6.735560129983971e-5,4.138621237146759e-5,2.961103645152046e-5,6.605732535882413e-5,-0.24891293209581963,2.0088593998050035,0.2602132658923403,Random_control;;;297;,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,NA,Random,Control,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,-1.221769194177444,1.622341343013299,0.3595511180855213,1.8486682559997636,0.051833018131400545,0.763791497079229,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,C-A,Activator,Random_control;;;297;,STAT2,NucDom Act,C-H,-0.9083185090687921,1.315986640771487,0.4283483632900568
Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Random_control;;;372;,1 control Pair,-1.5946483408286225,1.001717767930836,0.09499444343712772,-1.7184573628545408,1.07526529529064,-0.06560815716607823,0.24874329287021937,0.6669312065829922,0.5164553378010801,0.23305441688792192,0.6781574653803326,0.4886329316393806,3333,5230,3270,2047,2510,2624,5909,710,6355,119,1426,2653,6.641945662427865e-5,2.4570404332546845e-4,1.947925575422874e-4,6.802565780262769e-5,2.513373198169263e-4,1.871049066693059e-4,2.006006340799667e-4,1.2270583298595484e-4,1.8237956807008152e-4,2.2386178510021108e-4,1.1928061576233948e-4,1.9581014991839151e-4,-1.6565528518415815,1.038491531610738,0.01469314313552474,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55,Random_control;;;372;,STAT2,STAT family activator; IFNa/IFNb signaling,NucDom Act,NA,Random,Control,-0.9083185090687921,0.9301752908549203,1.315986640771487,0.7649852067766408,0.4283483632900568,0.521874907605634,Activator,-1.302250609553733,1.3797424787493329,0.0998307017586648,1.896492242602414,-0.03027253229978106,0.7104379947513485,Control,A-C,Activator,Random_control;;;372;,STAT2,NucDom Act,H-C,-0.9083185090687921,1.315986640771487,0.4283483632900568
